packageName,className,methodName,apis
com.vmware.xenon.services.common,TestCheckpointService,testCheckpointIdempotentPost,[junit:junit]
com.vmware.xenon.services.common,TestSimpleTransactionService,testAbsoluteSelfLink,[junit:junit]
com.vmware.xenon.services.common,TestTransactionService,testTransactionContextFlow,[junit:junit]
com.vmware.xenon.services.samples,SampleContinuousQueryWatchService,getStateAndApply,[com.vmware.xenon:xenon-common]
example.group,EmployeeService,handlePut,[com.vmware.xenon:xenon-common]
com.vmware.xenon.common,TestGsonConfiguration,testBinaryEncodedToBase64,[junit:junit]
com.vmware.xenon.common,TestODataUtils,testTenantLinksInODataQuery,[junit:junit]
com.vmware.xenon.common,TestRoundRobinOperationQueue,setUp,[junit:junit]
com.vmware.xenon.common,TestServiceDocument,testCollectionsUpdateThroughMergeMethod,[junit:junit]
com.vmware.xenon.common.http.netty,NettyHttpServerResponseHandler,parseResponseHeaders,[io.netty:netty-all]
com.vmware.xenon.common.opentracing,InjectMockTracer,before,"[io.opentracing:opentracing-api,io.opentracing:opentracing-mock,io.opentracing:opentracing-util,junit:junit]"
com.vmware.xenon.common.serialization,UtcDateTypeAdapter,serialize,[com.google.code.gson:gson]
com.vmware.xenon.services.common,LuceneDocumentIndexService,close,[org.apache.lucene:lucene-core]
com.vmware.xenon.services.common,TestQueryTaskService,tearDown,[junit:junit]
com.vmware.xenon.services.common.authn,TestBasicAuthenticationService,validateExpirationTimeRange,[junit:junit]
com.vmware.xenon.common,TestDeferredResult,testGetNowWithSlowWhenComplete,[junit:junit]
com.vmware.xenon.common,TestOperation,addRemoveHeaders,[junit:junit]
com.vmware.xenon.common.fsm,TestFSMTracker,tearDown,[junit:junit]
