packageName,className,apis
org.imixs.workflow.jaxrs,WorkflowRestService,"[jakarta.platform:jakarta.jakartaee-api,org.imixs.workflow:imixs-workflow-core,org.imixs.workflow:imixs-workflow-engine]"
org.imixs.workflow.engine.solr,TestStripInvalidCharacters,"[junit:junit,org.imixs.workflow:imixs-workflow-core]"
org.imixs.workflow,TestWorkflowKernelPluginRegistration,"[jakarta.platform:jakarta.jakartaee-api,junit:junit,org.mockito:mockito-all]"
org.imixs.workflow.engine.plugins,ResultPlugin,[org.imixs.workflow:imixs-workflow-core]
org.imixs.workflow.bpmn,TestBPMNModelProperties,[junit:junit]
org.imixs.workflow.plugins,TestOwnerPlugin,"[junit:junit,org.imixs.workflow:imixs-workflow-core,org.imixs.workflow:imixs-workflow-engine]"
org.imixs.workflow.util,TestJSONParserSimple,[junit:junit]
org.imixs.workflow.engine.lucene,LuceneSearchService,"[jakarta.platform:jakarta.jakartaee-api,org.apache.lucene:lucene-analyzers-common,org.apache.lucene:lucene-core,org.apache.lucene:lucene-facet,org.apache.lucene:lucene-queryparser,org.imixs.workflow:imixs-workflow-core,org.imixs.workflow:imixs-workflow-engine]"
org.imixs.workflow.engine,HealthCheckService,[jakarta.platform:jakarta.jakartaee-api]
org.imixs.workflow.engine.scheduler,SchedulerService,"[jakarta.platform:jakarta.jakartaee-api,org.imixs.workflow:imixs-workflow-core]"
org.imixs.workflow.faces.data,ViewController,"[jakarta.platform:jakarta.jakartaee-api,org.imixs.workflow:imixs-workflow-core,org.imixs.workflow:imixs-workflow-engine]"
org.imixs.workflow.engine.index,TestNormalizePhrase,"[junit:junit,org.imixs.workflow:imixs-workflow-core,org.imixs.workflow:imixs-workflow-engine]"
org.imixs.workflow.engine,WorkflowService,"[jakarta.platform:jakarta.jakartaee-api,org.imixs.workflow:imixs-workflow-core]"
org.imixs.workflow.engine.adminp,JobHandlerRebuildIndex,"[jakarta.platform:jakarta.jakartaee-api,org.imixs.workflow:imixs-workflow-core]"
org.imixs.workflow,TestItemCollection,[junit:junit]
org.imixs.workflow.engine,DocumentService,"[jakarta.platform:jakarta.jakartaee-api,org.imixs.workflow:imixs-workflow-core]"
org.imixs.workflow.engine.plugins,ApproverPlugin,[org.imixs.workflow:imixs-workflow-core]
org.imixs.workflow.bpmn,TestBPMNParserSplitEvents,[junit:junit]
org.imixs.workflow.xml,DocumentTable,[jakarta.platform:jakarta.jakartaee-api]
org.imixs.workflow.engine.lucene,LuceneUpdateService,"[jakarta.platform:jakarta.jakartaee-api,org.imixs.workflow:imixs-workflow-core,org.imixs.workflow:imixs-workflow-engine]"
org.imixs.workflow.plugins,TestRulePlugin,"[junit:junit,org.imixs.workflow:imixs-workflow-core,org.imixs.workflow:imixs-workflow-engine]"
org.imixs.workflow.util,ImixsJSONParser,[jakarta.platform:jakarta.jakartaee-api]
org.imixs.workflow.bpmn,TestBPMNParserGroups,[junit:junit]
org.imixs.workflow.engine.adminp,JobHandlerUpgradeWorkitems,"[jakarta.platform:jakarta.jakartaee-api,org.imixs.workflow:imixs-workflow-core]"
org.imixs.workflow.faces.util,LoginController,"[jakarta.platform:jakarta.jakartaee-api,org.imixs.workflow:imixs-workflow-engine]"
org.imixs.workflow.engine.plugins,DocumentComposerPlugin,"[jakarta.platform:jakarta.jakartaee-api,org.imixs.workflow:imixs-workflow-core]"
org.imixs.workflow.faces.fileupload,FileUploadController,"[jakarta.platform:jakarta.jakartaee-api,org.imixs.workflow:imixs-workflow-core]"
org.imixs.workflow.engine,WorkflowSchedulerController,[jakarta.platform:jakarta.jakartaee-api]
org.imixs.workflow.util,TestJSONParserWorkitem,[junit:junit]
org.imixs.workflow.xml,XMLDataCollectionAdapter,[jakarta.platform:jakarta.jakartaee-api]
org.imixs.workflow.xml,XMLItem,[jakarta.platform:jakarta.jakartaee-api]
org.imixs.workflow.faces.data,AbstractDataController,"[jakarta.platform:jakarta.jakartaee-api,org.imixs.workflow:imixs-workflow-core,org.imixs.workflow:imixs-workflow-engine]"
org.imixs.workflow.faces.util,ResourceBundleHandler,[jakarta.platform:jakarta.jakartaee-api]
org.imixs.workflow.jaxrs,DocumentCollectionWriter,"[jakarta.platform:jakarta.jakartaee-api,org.imixs.workflow:imixs-workflow-core]"
