packageName,className,api,mcrCategories,mcrTags,count,countAll,proportion
org.dependencytrack.integrations,FindingPackagingFormat,org.json:json,JSON Libraries,json,40,54,0.74
org.dependencytrack.integrations,FindingPackagingFormat,us.springett:alpine,"","",14,54,0.26
org.dependencytrack.resources.v1,ConfigPropertyResource,us.springett:alpine,"","",52,52,1.0
org.dependencytrack.integrations.defectdojo,DefectDojoUploader,org.json:json,JSON Libraries,json,3,22,0.14
org.dependencytrack.integrations.defectdojo,DefectDojoUploader,us.springett:alpine,"","",19,22,0.86
org.dependencytrack.util,ComponentIdentificationUtil,com.github.package-url:packageurl-java,"","github,url",15,34,0.44
org.dependencytrack.util,ComponentIdentificationUtil,org.cyclonedx:cyclonedx-core-java,"","",19,34,0.56
org.dependencytrack.resources.v1,ProjectPropertyResourceTest,us.springett:alpine,"","",37,37,1.0
org.dependencytrack.search,ProjectIndexer,org.apache.lucene:lucene-core,Full-Text Indexing Libraries,"lucene,indexing,apache,full-text,index",22,61,0.36
org.dependencytrack.search,ProjectIndexer,us.springett:alpine,"","",39,61,0.64
org.dependencytrack.integrations.fortifyssc,FortifySscClient,com.konghq:unirest-java,"","",65,82,0.79
org.dependencytrack.integrations.fortifyssc,FortifySscClient,us.springett:alpine,"","",17,82,0.21
org.dependencytrack.policy,CpePolicyEvaluator,us.springett:alpine,"","",5,5,1.0
org.dependencytrack.resources.v1,LdapResourceTest,us.springett:alpine,"","",15,15,1.0
org.dependencytrack.notification.publisher,SendMailPublisher,io.pebbletemplates:pebble,"",io,8,80,0.1
org.dependencytrack.notification.publisher,SendMailPublisher,us.springett:alpine,"","",72,80,0.9
org.dependencytrack.resources.v1,NotificationPublisherResource,us.springett:alpine,"","",16,16,1.0
org.dependencytrack.tasks.scanners,AbstractVulnerableSoftwareAnalysisTask,us.springett:cpe-parser,"",parser,23,23,1.0
org.dependencytrack.model,ProjectProperty,us.springett:alpine,"","",11,11,1.0
org.dependencytrack.policy,CoordinatesPolicyEvaluator,us.springett:alpine,"","",7,15,0.47
org.dependencytrack.policy,CoordinatesPolicyEvaluator,org.json:json,JSON Libraries,json,8,15,0.53
org.dependencytrack.resources.v1,ComponentResource,com.github.package-url:packageurl-java,"","github,url",5,56,0.09
org.dependencytrack.resources.v1,ComponentResource,us.springett:alpine,"","",51,56,0.91
org.dependencytrack.policy,LicenseGroupPolicyEvaluatorTest,us.springett:alpine,"","",24,24,1.0
org.dependencytrack.model,Cwe,us.springett:alpine,"","",3,3,1.0
